date,open,high,low,close,volume,price_change,p_change,ma5,v_ma5
2017-12-20,23.61,23.96,23.2,23.33,43368.92,-0.14,-0.6,23.278,40910.18
2017-12-19,23.23,23.66,23.23,23.46,43068.7,0.31,1.34,23.374,45968.22
2017-12-18,23.0,23.49,22.83,23.13,29610.0,0.12,0.52,23.478,62395.75
2017-12-15,23.4,23.4,22.85,23.0,43442.15,-0.46,-1.96,23.402,64731.15
2017-12-14,23.65,23.77,23.22,23.47,45061.12,-0.33,-1.39,23.324,66787.14
2017-12-13,23.99,24.38,23.6,23.81,68659.12,-0.15,-0.63,23.082,67498.84
2017-12-12,22.61,24.14,22.61,23.98,125206.36,1.21,5.31,22.732,64299.97
2017-12-11,22.61,22.94,22.5,22.75,41287.0,0.14,0.62,22.276,54992.43
2017-12-08,22.4,22.9,22.04,22.61,53722.08,0.35,1.57,22.31,63831.59
2017-12-07,21.98,22.48,21.92,22.26,48619.64,0.22,1.0,22.624,61791.38
2017-12-06,21.66,22.1,21.51,22.06,52664.77,0.36,1.66,23.022,62062.1
2017-12-05,22.91,23.26,21.65,21.7,78668.67,-1.22,-5.32,23.468,62660.91
2017-12-04,23.91,24.15,22.85,22.92,85482.8,-1.27,-5.25,24.068,56728.88
2017-12-01,24.04,24.49,24.04,24.18,43521.0,-0.04,-0.17,24.326,51298.9
2017-11-30,24.37,24.76,24.05,24.25,49973.27,-0.05,-0.21,24.38,53226.8
2017-11-29,24.66,24.8,23.96,24.29,55658.83,-0.4,-1.62,24.336,58509.45
2017-11-28,24.01,24.9,24.0,24.7,49008.5,0.5,2.07,24.53,61031.58
2017-11-27,24.4,24.95,24.01,24.21,58332.89,-0.23,-0.94,24.646,67208.79
2017-11-24,24.1,24.7,24.09,24.45,53160.52,0.43,1.79,24.822,80676.85
2017-11-23,25.3,25.43,23.98,24.03,76386.5,-1.24,-4.91,25.148,103483.37
2017-11-22,25.21,25.9,24.84,25.26,68269.5,-0.03,-0.12,25.976,105831.21
2017-11-21,24.6,25.98,24.56,25.28,79894.52,0.17,0.68,26.616,116461.2
2017-11-20,25.55,25.58,23.46,25.09,125673.2,-0.98,-3.76,27.428,149236.94
2017-11-17,28.0,28.15,25.91,26.08,167193.12,-2.09,-7.42,28.06,155292.94
2017-11-16,28.1,28.72,28.0,28.17,88125.71,-0.3,-1.05,28.462,146977.99
2017-11-15,29.3,29.3,28.3,28.46,121419.46,-0.86,-2.93,28.502,167563.98
2017-11-14,28.0,29.89,27.68,29.34,243773.23,1.1,3.9,28.618,176050.82
2017-11-13,28.61,29.23,28.09,28.25,155953.17,0.16,0.57,28.546,161917.62
2017-11-10,28.78,28.99,27.88,28.09,125618.36,-0.28,-0.99,28.532,160906.32
2017-11-09,28.88,29.09,27.76,28.37,191055.7,-0.67,-2.31,28.544,191615.9
2017-11-08,28.8,29.7,28.11,29.04,163853.66,0.06,0.21,28.96,215900.97
2017-11-07,28.6,29.37,28.42,28.98,173107.2,0.8,2.84,29.918,229595.3
2017-11-06,28.67,28.74,27.76,28.18,150896.66,0.03,0.11,31.01,267306.04
2017-11-03,28.86,29.62,28.03,28.15,279166.28,-2.3,-7.55,31.786,304681.17
2017-11-02,31.8,31.8,30.45,30.45,312481.06,-3.38,-9.99,32.778,315612.77
2017-11-01,33.85,34.34,33.1,33.83,232325.3,-0.61,-1.77,33.17,353499.64
2017-10-31,32.62,35.22,32.2,34.44,361660.88,2.38,7.42,32.35,372824.04
2017-10-30,32.56,34.4,31.85,32.06,337772.31,-1.05,-3.17,31.072,363149.95
2017-10-27,31.45,33.2,31.45,33.11,333824.31,0.7,2.16,30.618,388894.38
2017-10-26,29.3,32.7,28.92,32.41,501915.41,2.68,9.01,29.662,404443.54
2017-10-25,27.86,30.45,27.54,29.73,328947.31,1.68,5.99,28.612,340158.56
2017-10-24,28.2,28.75,27.22,28.05,313290.41,-1.74,-5.84,27.804,296239.76
2017-10-23,29.0,31.16,28.9,29.79,466494.47,1.46,5.15,27.28,247111.56
2017-10-20,29.2,29.83,27.85,28.33,411570.12,1.17,4.31,26.36,176454.41
2017-10-19,25.61,27.2,25.61,27.16,180490.47,1.47,5.72,25.964,105002.11
2017-10-18,25.63,26.41,25.5,25.69,109353.35,0.26,1.02,25.784,86081.84
2017-10-17,25.3,25.88,25.23,25.43,67649.41,0.24,0.95,25.908,89964.65
2017-10-16,26.4,26.48,25.03,25.19,113208.69,-1.16,-4.4,26.246,94279.29
2017-10-13,26.26,26.54,26.14,26.35,54308.65,0.09,0.34,26.678,105769.58
2017-10-12,26.28,26.51,25.92,26.26,85889.09,-0.05,-0.19,26.966,126440.79
2017-10-11,27.26,27.37,26.02,26.31,128767.41,-0.81,-2.99,27.17,155067.65
2017-10-10,27.12,27.49,26.75,27.12,89222.62,-0.23,-0.84,27.56,205273.46
2017-10-09,27.8,28.22,27.0,27.35,170660.12,-0.44,-1.58,27.44,220528.36
2017-09-29,27.49,27.88,27.04,27.79,157664.69,0.51,1.87,26.952,214352.17
2017-09-28,27.58,28.1,27.11,27.28,229023.39,-0.98,-3.47,26.63,225693.6
2017-09-27,26.52,29.01,26.52,28.26,379796.5,1.74,6.56,26.72,252358.18
2017-09-26,24.87,26.66,24.85,26.52,165497.09,1.61,6.46,26.246,196699.1
2017-09-25,25.78,26.16,24.67,24.91,139779.2,-1.27,-4.85,26.09,185575.07
2017-09-22,27.0,27.18,25.87,26.18,214371.81,-1.55,-5.59,26.298,189207.81
2017-09-21,26.03,28.48,25.7,27.73,362346.28,1.84,7.11,26.44,180037.81
2017-09-20,25.66,26.08,25.35,25.89,101501.12,0.15,0.58,26.24,130605.78
2017-09-19,25.95,26.52,25.53,25.74,109876.95,-0.21,-0.81,26.452,145619.77
2017-09-18,26.66,26.66,25.53,25.95,157942.91,-0.94,-3.5,26.796,183829.29
2017-09-15,26.58,27.76,26.33,26.89,168521.77,0.16,0.6,27.024,203850.1
2017-09-14,26.7,27.1,26.42,26.73,115186.16,-0.22,-0.82,27.032,238433.87
2017-09-13,27.2,27.85,26.66,26.95,176571.05,-0.51,-1.86,26.8,273330.25
2017-09-12,27.18,28.55,26.31,27.46,300924.56,0.37,1.37,26.312,270362.6
2017-09-11,26.9,27.55,26.56,27.09,258046.98,0.16,0.59,25.61,237975.12
2017-09-08,25.5,27.47,25.32,26.93,341440.59,1.36,5.32,24.944,235166.7
2017-09-07,24.41,26.9,24.2,25.57,289668.06,1.06,4.33,24.566,201740.8
2017-09-06,23.51,24.88,23.38,24.51,161732.8,0.56,2.34,24.576,195688.49
